textbox1,textbox77
Resultado do script - volume de filas por dia,"Este relatório exibe dados relacionados à chamada que usuários inseriram em scripts durante ou após chamada, relacionado ao dia e volume da fila. Inclui apenas itens que usuários podem selecionar (texto livre omitido).

Parâmetros dos relatórios: 
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-03,CANCELAMENTO - VAB,,,"0,00%",Pesquisa de Satisfação VAB,13,13,Qualidade do atendimento?,,13,3,1,"7,69%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-03,CANCELAMENTO - VAB,,,"0,00%",Pesquisa de Satisfação VAB,13,13,Qualidade do atendimento?,,13,4,1,"7,69%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-03,CANCELAMENTO - VAB,,,"0,00%",Pesquisa de Satisfação VAB,13,13,Qualidade do atendimento?,,13,5,11,"84,62%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-03,ELOGIO - VAB,,,"0,00%",Pesquisa de Satisfação VAB,3,3,Qualidade do atendimento?,,3,5,3,"100,00%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-03,INFORMAÇÃO - VAB,,,"0,00%",Pesquisa de Satisfação VAB,7,7,Qualidade do atendimento?,,7,1,1,"14,29%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-03,INFORMAÇÃO - VAB,,,"0,00%",Pesquisa de Satisfação VAB,7,7,Qualidade do atendimento?,,7,3,1,"14,29%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-03,INFORMAÇÃO - VAB,,,"0,00%",Pesquisa de Satisfação VAB,7,7,Qualidade do atendimento?,,7,5,5,"71,43%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-03,TROCA - VAB,,,"0,00%",Pesquisa de Satisfação VAB,24,24,Qualidade do atendimento?,,24,1,1,"4,17%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-03,TROCA - VAB,,,"0,00%",Pesquisa de Satisfação VAB,24,24,Qualidade do atendimento?,,24,4,1,"4,17%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-03,TROCA - VAB,,,"0,00%",Pesquisa de Satisfação VAB,24,24,Qualidade do atendimento?,,24,5,22,"91,67%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-04,ATENDENTE - VAB,,,"0,00%",Pesquisa de Satisfação VAB,29,29,Qualidade do atendimento?,,29,1,3,"10,34%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-04,ATENDENTE - VAB,,,"0,00%",Pesquisa de Satisfação VAB,29,29,Qualidade do atendimento?,,29,2,1,"3,45%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-04,ATENDENTE - VAB,,,"0,00%",Pesquisa de Satisfação VAB,29,29,Qualidade do atendimento?,,29,5,25,"86,21%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-04,CANCELAMENTO - VAB,,,"0,00%",Pesquisa de Satisfação VAB,5,5,Qualidade do atendimento?,,5,5,5,"100,00%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-04,ELOGIO - VAB,,,"0,00%",Pesquisa de Satisfação VAB,3,3,Qualidade do atendimento?,,3,5,3,"100,00%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-04,INFORMAÇÃO - VAB,,,"0,00%",Pesquisa de Satisfação VAB,3,3,Qualidade do atendimento?,,3,5,3,"100,00%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-04,RECLAMAÇÃO - VAB,,,"0,00%",Pesquisa de Satisfação VAB,2,2,Qualidade do atendimento?,,2,5,2,"100,00%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-04,TROCA - VAB,,,"0,00%",Pesquisa de Satisfação VAB,18,18,Qualidade do atendimento?,,18,1,1,"5,56%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-04,TROCA - VAB,,,"0,00%",Pesquisa de Satisfação VAB,18,18,Qualidade do atendimento?,,18,5,17,"94,44%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-05,ATENDENTE - VAB,,,"0,00%",Pesquisa de Satisfação VAB,34,34,Qualidade do atendimento?,,34,1,6,"17,65%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-05,ATENDENTE - VAB,,,"0,00%",Pesquisa de Satisfação VAB,34,34,Qualidade do atendimento?,,34,2,1,"2,94%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-05,ATENDENTE - VAB,,,"0,00%",Pesquisa de Satisfação VAB,34,34,Qualidade do atendimento?,,34,4,1,"2,94%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-05,ATENDENTE - VAB,,,"0,00%",Pesquisa de Satisfação VAB,34,34,Qualidade do atendimento?,,34,5,26,"76,47%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-05,CANCELAMENTO - VAB,,,"0,00%",Pesquisa de Satisfação VAB,8,8,Qualidade do atendimento?,,8,1,1,"12,50%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-05,CANCELAMENTO - VAB,,,"0,00%",Pesquisa de Satisfação VAB,8,8,Qualidade do atendimento?,,8,5,7,"87,50%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-05,INFORMAÇÃO - VAB,,,"0,00%",Pesquisa de Satisfação VAB,5,5,Qualidade do atendimento?,,5,1,1,"20,00%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-05,INFORMAÇÃO - VAB,,,"0,00%",Pesquisa de Satisfação VAB,5,5,Qualidade do atendimento?,,5,5,4,"80,00%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-05,RECLAMAÇÃO - VAB,,,"0,00%",Pesquisa de Satisfação VAB,2,2,Qualidade do atendimento?,,2,5,2,"100,00%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-05,TROCA - VAB,,,"0,00%",Pesquisa de Satisfação VAB,21,21,Qualidade do atendimento?,,21,1,3,"14,29%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-05,TROCA - VAB,,,"0,00%",Pesquisa de Satisfação VAB,21,21,Qualidade do atendimento?,,21,3,1,"4,76%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-05,TROCA - VAB,,,"0,00%",Pesquisa de Satisfação VAB,21,21,Qualidade do atendimento?,,21,5,17,"80,95%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-06,ATENDENTE - VAB,,,"0,00%",Pesquisa de Satisfação VAB,33,33,Qualidade do atendimento?,,33,1,6,"18,18%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-06,ATENDENTE - VAB,,,"0,00%",Pesquisa de Satisfação VAB,33,33,Qualidade do atendimento?,,33,4,1,"3,03%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-06,ATENDENTE - VAB,,,"0,00%",Pesquisa de Satisfação VAB,33,33,Qualidade do atendimento?,,33,5,26,"78,79%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-06,CANCELAMENTO - VAB,,,"0,00%",Pesquisa de Satisfação VAB,5,5,Qualidade do atendimento?,,5,1,1,"20,00%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-06,CANCELAMENTO - VAB,,,"0,00%",Pesquisa de Satisfação VAB,5,5,Qualidade do atendimento?,,5,5,4,"80,00%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-06,INFORMAÇÃO - VAB,,,"0,00%",Pesquisa de Satisfação VAB,5,5,Qualidade do atendimento?,,5,5,5,"100,00%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-06,RECLAMAÇÃO - VAB,,,"0,00%",Pesquisa de Satisfação VAB,2,2,Qualidade do atendimento?,,2,5,2,"100,00%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-06,TROCA - VAB,,,"0,00%",Pesquisa de Satisfação VAB,26,26,Qualidade do atendimento?,,26,1,3,"11,54%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-06,TROCA - VAB,,,"0,00%",Pesquisa de Satisfação VAB,26,26,Qualidade do atendimento?,,26,3,1,"3,85%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-06,TROCA - VAB,,,"0,00%",Pesquisa de Satisfação VAB,26,26,Qualidade do atendimento?,,26,5,22,"84,62%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-07,ATENDENTE - VAB,,,"0,00%",Pesquisa de Satisfação VAB,12,12,Qualidade do atendimento?,,12,1,2,"16,67%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-07,ATENDENTE - VAB,,,"0,00%",Pesquisa de Satisfação VAB,12,12,Qualidade do atendimento?,,12,5,10,"83,33%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-07,CANCELAMENTO - VAB,,,"0,00%",Pesquisa de Satisfação VAB,3,3,Qualidade do atendimento?,,3,5,3,"100,00%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-07,ELOGIO - VAB,,,"0,00%",Pesquisa de Satisfação VAB,2,2,Qualidade do atendimento?,,2,3,1,"50,00%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-07,ELOGIO - VAB,,,"0,00%",Pesquisa de Satisfação VAB,2,2,Qualidade do atendimento?,,2,5,1,"50,00%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-07,INFORMAÇÃO - VAB,,,"0,00%",Pesquisa de Satisfação VAB,4,4,Qualidade do atendimento?,,4,1,1,"25,00%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-07,INFORMAÇÃO - VAB,,,"0,00%",Pesquisa de Satisfação VAB,4,4,Qualidade do atendimento?,,4,5,3,"75,00%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-07,TROCA - VAB,,,"0,00%",Pesquisa de Satisfação VAB,14,14,Qualidade do atendimento?,,14,1,2,"14,29%","0,00%"
Dia,Fila,Scripts/perguntas salvos,Scripts gravados/chamadas atendidas,Nome do script,Pergunta do script,Respostas de script,Número de respostas,Respostas/perguntas,Respostas script/scripts gravados,2026-06-07,TROCA - VAB,,,"0,00%",Pesquisa de Satisfação VAB,14,14,Qualidade do atendimento?,,14,2,1,"7,14%","0,00%"
